total_claims,total_reimbursed,avg_reimbursed,avg_duration_gap,pct_claimed_gt_admitted,avg_cost_per_day,age_avg,pct_chronic,PotentialFraud
1031.0,204140,198.0019398642095,1031.0,1,,49.8074684772066,0.14645974781765275,No
240.0,44660,186.08333333333334,240.0,1,,46.41041666666667,0.14583333333333334,No
745.0,1311040,1759.7852348993288,-7.0,0,1743.404255319149,12.86953020134228,0.06711409395973154,No
427.0,105080,246.08899297423886,424.0,1,35026.666666666664,52.74894613583138,0.11943793911007025,No
241.0,384920,1597.1784232365146,49.0,1,2004.7916666666667,27.416597510373443,0.07883817427385892,No
129.0,22140,171.62790697674419,129.0,1,,37.75503875968992,0.07751937984496124,No
218.0,51030,234.08256880733944,218.0,1,,59.51605504587156,0.1651376146788991,No
109.0,24570,225.41284403669724,109.0,1,,43.14862385321101,0.05504587155963303,No
497.0,95350,191.85110663983903,497.0,1,,54.53863179074447,0.16498993963782696,No
116.0,227000,1956.896551724138,0.0,0,1956.896551724138,12.831034482758621,0.034482758620689655,Yes
472.0,98250,208.15677966101694,472.0,1,,48.50572033898305,0.12076271186440678,No
37.0,31930,862.972972972973,31.0,1,5321.666666666667,138.40540540540542,0.16216216216216217,No
199.0,46950,235.92964824120602,194.0,1,9390.0,46.83115577889447,0.11557788944723618,No
716.0,481100,671.927374301676,382.0,1,1440.4191616766468,29.54217877094972,0.05307262569832402,No
889.0,854240,960.8998875140608,486.0,1,2119.7022332506203,45.063442069741285,0.11811023622047244,Yes
598.0,113180,189.26421404682273,598.0,1,,51.75367892976589,0.11371237458193979,No
6323.0,1281810,202.72180926775266,6323.0,1,,52.01401233591649,0.14328641467657757,Yes
36.0,8720,242.22222222222223,36.0,1,,88.05277777777778,0.19444444444444445,No
1121.0,188780,168.40321141837646,1117.0,1,47195.0,39.628991971454056,0.10526315789473684,No
2100.0,436740,207.97142857142856,2062.0,1,11493.157894736842,42.06314285714286,0.1261904761904762,No
3309.0,601910,181.90087639770323,3309.0,1,,46.87957086733152,0.13538833484436386,Yes
2516.0,454630,180.69554848966612,2516.0,1,,47.343044515103344,0.12917329093799682,Yes
334.0,733810,2197.0359281437127,0.0,0,2197.0359281437127,14.574850299401197,0.03293413173652695,No
20.0,2780,139.0,20.0,1,,21.73,0.05,No
2142.0,2914700,1360.7376283846872,673.0,1,1984.138869979578,25.830625583566757,0.07703081232492998,Yes
71.0,24770,348.8732394366197,71.0,1,,117.57464788732393,0.22535211267605634,No
659.0,458710,696.0698027314112,467.0,1,2389.1145833333335,37.33323216995448,0.11229135053110774,No
122.0,36470,298.9344262295082,122.0,1,,86.92622950819673,0.26229508196721313,No
796.0,134180,168.5678391959799,796.0,1,,46.971608040201005,0.1306532663316583,No
1090.0,168750,154.8165137614679,1086.0,1,42187.5,39.8394495412844,0.09908256880733946,Yes
207.0,131700,636.231884057971,146.0,1,2159.0163934426228,40.71739130434783,0.14009661835748793,No
34.0,73690,2167.3529411764707,5.0,1,2541.0344827586205,67.96764705882353,0.17647058823529413,No
2328.0,697520,299.6219931271478,2146.0,1,3832.5274725274726,48.68591065292097,0.10695876288659793,Yes
1053.0,229020,217.49287749287748,992.0,1,3754.4262295081967,30.67293447293447,0.08072174738841406,No
111.0,23140,208.46846846846847,111.0,1,,65.58648648648648,0.18018018018018017,No
2431.0,1418220,583.3895516248457,1847.0,1,2428.458904109589,38.520855614973264,0.10530645824763472,Yes
167.0,47640,285.2694610778443,167.0,1,,73.80359281437126,0.16766467065868262,No
329.0,51010,155.04559270516717,329.0,1,,45.68115501519757,0.10030395136778116,No
374.0,63340,169.35828877005346,374.0,1,,45.080213903743314,0.15240641711229946,No
1021.0,295740,289.6571988246817,967.0,1,5476.666666666667,61.31968658178257,0.17531831537708129,No
1749.0,407800,233.16180674671241,1749.0,1,,58.84110920526015,0.1509433962264151,Yes
1112.0,374480,336.76258992805754,986.0,1,2972.063492063492,35.95647482014388,0.12589928057553956,Yes
180.0,25490,141.61111111111111,180.0,1,,31.718333333333334,0.07222222222222222,No
430.0,92890,216.02325581395348,430.0,1,,59.337906976744186,0.19069767441860466,No
699.0,142720,204.1773962804006,699.0,1,,53.52932761087268,0.12160228898426323,No
55.0,168000,3054.5454545454545,0.0,0,3054.5454545454545,11.221818181818183,0.01818181818181818,Yes
176.0,21760,123.63636363636364,176.0,1,,43.751704545454544,0.10227272727272728,No
439.0,115660,263.4624145785877,373.0,1,1752.4242424242425,38.836218678815484,0.09111617312072894,No
1025.0,453130,442.0780487804878,742.0,1,1601.166077738516,34.856780487804876,0.08878048780487804,No
561.0,629430,1121.9786096256685,304.0,1,2449.1439688715955,46.42566844919786,0.11229946524064172,Yes
317.0,270400,852.9968454258675,204.0,1,2392.920353982301,35.45457413249211,0.05993690851735016,Yes
213.0,45750,214.7887323943662,213.0,1,,56.71220657276996,0.13615023474178403,No
1010.0,197060,195.1089108910891,1010.0,1,,53.631485148514855,0.11584158415841585,No
60.0,6870,114.5,60.0,1,,58.01833333333333,0.18333333333333332,No
934.0,698640,748.0085653104925,669.0,1,2636.377358490566,50.40428265524625,0.12205567451820129,Yes
643.0,145400,226.12752721617417,643.0,1,,58.09968895800933,0.1290824261275272,No
634.0,589370,929.6056782334385,276.0,1,1646.2849162011173,26.598738170347,0.07413249211356467,No
176.0,45430,258.125,176.0,1,,59.990340909090904,0.20454545454545456,No
1319.0,235250,178.35481425322214,1319.0,1,,48.074071266110685,0.12054586808188021,Yes
127.0,17170,135.1968503937008,127.0,1,,44.137007874015744,0.14960629921259844,No
33.0,15250,462.1212121212121,33.0,1,,71.0939393939394,0.09090909090909091,No
3515.0,703610,200.17354196301565,3502.0,1,54123.846153846156,50.64395448079659,0.14480796586059744,Yes
415.0,180020,433.7831325301205,384.0,1,5807.096774193548,56.05855421686747,0.18072289156626506,No
147.0,20020,136.1904761904762,147.0,1,,27.66734693877551,0.10204081632653061,No
1485.0,852530,574.0942760942761,1088.0,1,2147.4307304785893,44.012861952861954,0.1265993265993266,No
163.0,123300,756.4417177914111,105.0,1,2125.862068965517,89.26564417177913,0.25766871165644173,No
21.0,100000,4761.9047619047615,0.0,0,4761.9047619047615,17.214285714285715,0.0,No
474.0,86030,181.49789029535864,474.0,1,,50.41919831223629,0.0970464135021097,No
4359.0,1119680,256.86625372791923,4174.0,1,6052.324324324324,48.28545537967423,0.12479926588667126,Yes
44.0,4770,108.4090909090909,44.0,1,,44.925000000000004,0.045454545454545456,No
822.0,245450,298.60097323600974,822.0,1,,79.8316301703163,0.16909975669099755,Yes
1907.0,2831940,1485.023597273204,270.0,1,1729.9572388515578,18.69187205034085,0.0540115364446775,Yes
4890.0,5996050,1226.1860940695296,1838.0,1,1964.629750982962,29.629775051124746,0.08098159509202454,Yes
1522.0,1166020,766.1103810775296,973.0,1,2123.8979963570127,37.619185282523,0.1038107752956636,No
1283.0,475260,370.4286827747467,1177.0,1,4483.584905660377,39.7282151208106,0.11535463756819954,No
531.0,235860,444.180790960452,455.0,1,3103.4210526315787,53.76327683615819,0.15254237288135594,No
1231.0,289970,235.55645816409424,1231.0,1,,61.03988627132413,0.15434606011372867,No
2241.0,1326410,591.8830879071843,1687.0,1,2394.241877256318,40.59750111557341,0.10263275323516287,Yes
274.0,41490,151.42335766423358,274.0,1,,40.07956204379562,0.1678832116788321,No
2950.0,524060,177.64745762711865,2950.0,1,,45.99901694915255,0.10135593220338983,Yes
221.0,39660,179.45701357466064,221.0,1,,41.78099547511312,0.14027149321266968,No
348.0,55850,160.48850574712642,348.0,1,,41.01867816091954,0.10057471264367816,No
62.0,62090,1001.4516129032259,20.0,1,1478.3333333333333,49.9241935483871,0.06451612903225806,No
973.0,1397600,1436.382322713258,195.0,1,1796.4010282776349,18.68879753340185,0.06269270298047276,Yes
461.0,55300,119.95661605206074,461.0,1,,37.45726681127982,0.08676789587852494,No
85.0,12880,151.52941176470588,85.0,1,,56.63294117647059,0.023529411764705882,No
402.0,291500,725.1243781094528,293.0,1,2674.3119266055046,38.97835820895522,0.10199004975124377,Yes
1858.0,940670,506.280947255113,1435.0,1,2223.806146572104,43.98498385360603,0.11733046286329386,Yes
1359.0,1011760,744.4885945548198,861.0,1,2031.6465863453816,38.474466519499636,0.10301692420897719,No
725.0,122660,169.18620689655174,725.0,1,,47.94137931034483,0.12413793103448276,No
158.0,72800,460.75949367088606,139.0,1,3831.5789473684213,36.58101265822785,0.04430379746835443,No
227.0,39910,175.8149779735683,227.0,1,,39.861674008810574,0.11013215859030837,No
990.0,797790,805.8484848484849,624.0,1,2179.754098360656,42.837474747474744,0.09696969696969697,Yes
24.0,4840,201.66666666666666,24.0,1,,56.69583333333333,0.0,No
550.0,128250,233.1818181818182,550.0,1,,65.18472727272727,0.13636363636363635,No
582.0,159660,274.3298969072165,582.0,1,,72.07147766323024,0.17869415807560138,No
246.0,382180,1553.5772357723577,0.0,0,1553.5772357723577,11.502845528455284,0.032520325203252036,Yes
533.0,111740,209.64352720450282,533.0,1,,49.61425891181989,0.10131332082551595,No
361.0,89470,247.8393351800554,361.0,1,,51.76094182825485,0.07756232686980609,No
124.0,21200,170.96774193548387,124.0,1,,50.73145161290322,0.12903225806451613,No
2717.0,2153990,792.7824806772176,1540.0,1,1830.0679694137639,37.53338240706662,0.08244387191755613,Yes
311.0,59840,192.41157556270096,311.0,1,,51.22090032154341,0.09646302250803858,No
462.0,139590,302.14285714285717,410.0,1,2684.423076923077,43.76493506493507,0.12987012987012986,Yes
322.0,207970,645.8695652173913,241.0,1,2567.5308641975307,43.075776397515526,0.12422360248447205,Yes
801.0,197250,246.2546816479401,749.0,1,3793.269230769231,41.379026217228464,0.11235955056179775,No
60.0,15270,254.5,60.0,1,,56.62833333333333,0.06666666666666667,No
216.0,116860,541.0185185185185,157.0,1,1980.677966101695,35.68981481481482,0.05555555555555555,No
23.0,5960,259.1304347826087,23.0,1,,67.99130434782609,0.21739130434782608,No
1646.0,345330,209.79951397326852,1646.0,1,,49.375637910085054,0.13669501822600244,No
1332.0,1519950,1141.1036036036037,533.0,1,1902.3153942428034,29.384684684684686,0.09084084084084085,Yes
1232.0,401660,326.02272727272725,1188.0,1,9128.636363636364,60.62832792207793,0.14366883116883117,Yes
105.0,12230,116.47619047619048,105.0,1,,25.986666666666665,0.09523809523809523,No
1616.0,320620,198.40346534653466,1616.0,1,,53.275061881188115,0.10581683168316831,No
237.0,48950,206.54008438818565,237.0,1,,58.89831223628692,0.189873417721519,No
100.0,132490,1324.9,60.0,1,3312.25,27.399,0.06,No
148.0,150000,1013.5135135135135,42.0,1,1415.0943396226414,27.193918918918918,0.08108108108108109,Yes
84.0,94230,1121.7857142857142,45.0,1,2416.153846153846,24.634523809523813,0.05952380952380952,No
3199.0,602190,188.2432010003126,3199.0,1,,49.97024070021882,0.13441700531416068,Yes
1148.0,190560,165.99303135888502,1148.0,1,,47.82108013937282,0.1480836236933798,Yes
632.0,725150,1147.389240506329,236.0,1,1831.1868686868686,17.36993670886076,0.05063291139240506,Yes
463.0,806460,1741.8142548596113,166.0,1,2715.3535353535353,27.88920086393089,0.09287257019438445,Yes
392.0,175190,446.91326530612247,332.0,1,2919.8333333333335,42.14260204081633,0.11989795918367346,Yes
308.0,80690,261.9805194805195,308.0,1,,58.19058441558442,0.12337662337662338,No
982.0,525140,534.765784114053,701.0,1,1868.8256227758006,31.40376782077393,0.09470468431771895,No
2061.0,465400,225.81271227559438,2061.0,1,,58.502765647743814,0.14556040756914118,Yes
73.0,72340,990.9589041095891,56.0,1,4255.294117647059,49.09041095890411,0.1095890410958904,No
385.0,96050,249.4805194805195,385.0,1,,58.48701298701299,0.15584415584415584,No
380.0,778040,2047.4736842105262,0.0,0,2047.4736842105262,15.091578947368422,0.060526315789473685,Yes
2798.0,1720120,614.7676912080058,2100.0,1,2464.3553008595986,37.79181558255897,0.10293066476054324,Yes
58.0,48650,838.7931034482758,55.0,1,16216.666666666666,49.565517241379304,0.06896551724137931,No
894.0,156720,175.3020134228188,894.0,1,,45.60704697986577,0.12527964205816555,No
1134.0,761100,671.1640211640212,800.0,1,2278.74251497006,38.2468253968254,0.0837742504409171,Yes
1950.0,386530,198.22051282051282,1950.0,1,,55.672820512820515,0.1517948717948718,Yes
334.0,465320,1393.1736526946108,102.0,1,2005.6896551724137,19.40059880239521,0.0658682634730539,Yes
675.0,720280,1067.0814814814814,201.0,1,1519.57805907173,25.936444444444444,0.0637037037037037,Yes
119.0,131310,1103.4453781512605,67.0,1,2525.1923076923076,28.682352941176468,0.06722689075630252,No
919.0,145980,158.84657236126225,919.0,1,,35.52840043525571,0.10990206746463548,No
130.0,22920,176.30769230769232,130.0,1,,54.690769230769234,0.15384615384615385,No
949.0,158670,167.19704952581665,949.0,1,,46.10663856691254,0.11169652265542676,No
807.0,157650,195.35315985130111,807.0,1,,55.60099132589839,0.12391573729863693,No
192.0,161600,841.6666666666666,143.0,1,3297.9591836734694,53.79114583333333,0.140625,No
483.0,616860,1277.142857142857,159.0,1,1903.888888888889,24.623395445134577,0.049689440993788817,Yes
153.0,27270,178.23529411764707,153.0,1,,54.138562091503275,0.1437908496732026,No
143.0,34230,239.37062937062936,143.0,1,,60.303496503496504,0.1888111888111888,No
488.0,874860,1792.7459016393443,132.0,1,2457.4719101123596,25.97827868852459,0.055327868852459015,Yes
418.0,251100,600.7177033492823,280.0,1,1819.5652173913043,42.8043062200957,0.10526315789473684,No
48.0,50160,1045.0,0.0,0,1045.0,12.597916666666668,0.020833333333333332,No
702.0,118910,169.38746438746438,702.0,1,,48.22834757834758,0.12393162393162394,No
1331.0,255250,191.77310293012772,1331.0,1,,47.627798647633355,0.17054845980465816,Yes
40.0,4150,103.75,40.0,1,,6.1225,0.05,No
348.0,219760,631.4942528735633,214.0,1,1640.0,38.48419540229885,0.10344827586206896,No
458.0,424950,927.8384279475982,57.0,1,1059.7256857855361,13.964847161572052,0.048034934497816595,No
47.0,49850,1060.6382978723404,34.0,1,3834.6153846153848,42.15106382978723,0.10638297872340426,No
1198.0,200250,167.15358931552586,1198.0,1,,44.19816360601002,0.11018363939899833,No
744.0,505590,679.5564516129032,450.0,1,1719.6938775510205,47.27741935483871,0.11827956989247312,No
710.0,920140,1295.9718309859154,271.0,1,2095.990888382688,31.370704225352114,0.09014084507042254,No
166.0,87470,526.9277108433735,102.0,1,1366.71875,35.08614457831325,0.12650602409638553,Yes
643.0,411400,639.8133748055988,402.0,1,1707.0539419087138,36.21975116640746,0.08864696734059098,No
148.0,47650,321.9594594594595,148.0,1,,89.08175675675676,0.2635135135135135,No
38.0,16520,434.7368421052632,38.0,1,,102.92368421052632,0.4473684210526316,No
208.0,25060,120.48076923076923,208.0,1,,27.12548076923077,0.14903846153846154,No
588.0,812530,1381.8537414965986,239.0,1,2328.166189111748,20.239795918367346,0.05102040816326531,Yes
92.0,34040,370.0,92.0,1,,65.80760869565218,0.22826086956521738,No
20.0,6220,311.0,20.0,1,,96.19,0.5,No
2724.0,604980,222.09251101321587,2724.0,1,,51.93920704845815,0.13766519823788545,Yes
375.0,333990,890.64,223.0,1,2197.3026315789475,37.242666666666665,0.14133333333333334,Yes
732.0,465750,636.2704918032787,544.0,1,2477.3936170212764,46.17117486338798,0.15846994535519127,No
13.0,59670,4590.0,0.0,0,4590.0,69.78461538461538,0.15384615384615385,No
164.0,81340,495.9756097560976,160.0,1,20335.0,26.15060975609756,0.17682926829268292,No
257.0,374760,1458.2101167315175,65.0,1,1951.875,23.956420233463035,0.07392996108949416,Yes
204.0,45450,222.7941176470588,204.0,1,,47.9421568627451,0.13725490196078433,No
245.0,79810,325.7551020408163,245.0,1,,65.25632653061224,0.27755102040816326,No
3698.0,741640,200.55164954029206,3698.0,1,,57.41249323958897,0.14223904813412655,Yes
57.0,12100,212.28070175438597,57.0,1,,58.959649122807015,0.14035087719298245,No
229.0,47280,206.46288209606988,229.0,1,,54.63842794759826,0.1615720524017467,No
209.0,54000,258.3732057416268,209.0,1,,70.99665071770335,0.1339712918660287,No
80.0,48040,600.5,68.0,1,4003.3333333333335,62.8125,0.1875,No
98.0,66100,674.4897959183673,48.0,1,1322.0,34.708163265306126,0.08163265306122448,No
201.0,30550,151.9900497512438,201.0,1,,29.20597014925373,0.07462686567164178,No
1101.0,283020,257.0572207084469,1101.0,1,,56.36584922797457,0.1371480472297911,No
528.0,118190,223.84469696969697,528.0,1,,60.40208333333333,0.1571969696969697,Yes
252.0,73900,293.25396825396825,252.0,1,,66.56150793650794,0.15079365079365079,No
53.0,40430,762.8301886792453,49.0,1,10107.5,83.75660377358491,0.16981132075471697,No
650.0,141550,217.76923076923077,650.0,1,,55.17553846153846,0.12923076923076923,No
704.0,201020,285.53977272727275,644.0,1,3350.3333333333335,42.40142045454545,0.11221590909090909,Yes
526.0,665500,1265.2091254752852,195.0,1,2010.5740181268882,23.17832699619772,0.07224334600760456,Yes
98.0,20410,208.26530612244898,98.0,1,,70.3265306122449,0.30612244897959184,No
276.0,48580,176.0144927536232,276.0,1,,45.05471014492754,0.13768115942028986,No
25.0,11990,479.6,25.0,1,,160.096,0.24,No
46.0,5920,128.69565217391303,46.0,1,,49.15,0.08695652173913043,No
251.0,341480,1360.4780876494024,94.0,1,2175.0318471337578,42.11673306772908,0.0796812749003984,Yes
1197.0,240620,201.01921470342523,1197.0,1,,50.98245614035088,0.12781954887218044,No
122.0,71490,585.983606557377,87.0,1,2042.5714285714287,52.16065573770492,0.11475409836065574,No
722.0,120880,167.42382271468145,722.0,1,,43.14764542936288,0.13988919667590027,No
1.0,1940,1940.0,1.0,1,,1172.7,5.0,No
4607.0,3212000,697.1999131756023,3166.0,1,2229.007633587786,36.689537660082486,0.09854569133926633,Yes
163.0,112170,688.1595092024539,152.0,1,10197.272727272728,88.26687116564418,0.13496932515337423,No
164.0,44400,270.7317073170732,164.0,1,,59.27987804878049,0.17073170731707318,No
36.0,6520,181.11111111111111,36.0,1,,51.91388888888889,0.2222222222222222,No
266.0,507650,1908.4586466165413,21.0,1,2072.0408163265306,18.119924812030074,0.05639097744360902,Yes
254.0,62890,247.5984251968504,254.0,1,,53.607480314960625,0.12992125984251968,No
295.0,40250,136.4406779661017,295.0,1,,40.17084745762712,0.08813559322033898,No
150.0,27460,183.06666666666666,150.0,1,,67.86466666666666,0.24666666666666667,No
180.0,32110,178.38888888888889,180.0,1,,36.23666666666667,0.08888888888888889,No
251.0,57860,230.5179282868526,222.0,1,1995.1724137931035,22.812749003984063,0.0796812749003984,No
70.0,8720,124.57142857142857,70.0,1,,39.214285714285715,0.12857142857142856,No
206.0,31500,152.9126213592233,206.0,1,,41.199514563106796,0.07766990291262135,No
703.0,137840,196.07396870554766,698.0,1,27568.0,50.71920341394026,0.1166429587482219,No
592.0,120350,203.2939189189189,592.0,1,,60.757601351351354,0.16385135135135134,No
2718.0,892770,328.46578366445914,2597.0,1,7378.264462809917,54.319021339220015,0.11626195732155997,Yes
3014.0,998160,331.17451891174517,2678.0,1,2970.714285714286,42.088586595885864,0.11844724618447246,Yes
820.0,146700,178.90243902439025,820.0,1,,43.4630487804878,0.09390243902439024,No
273.0,189070,692.5641025641025,185.0,1,2148.5227272727275,23.342490842490843,0.08424908424908426,No
150.0,155920,1039.4666666666667,69.0,1,1924.9382716049383,42.635999999999996,0.12666666666666668,No
126.0,145170,1152.142857142857,48.0,1,1861.1538461538462,42.6063492063492,0.15079365079365079,No
652.0,280120,429.6319018404908,587.0,1,4309.538461538462,54.19141104294479,0.16411042944785276,No
214.0,200510,936.9626168224299,117.0,1,2067.1134020618556,27.197196261682244,0.08411214953271028,No
140.0,163410,1167.2142857142858,84.0,1,2918.035714285714,68.30214285714285,0.18571428571428572,No
81.0,6230,76.91358024691358,81.0,1,,30.959259259259255,0.06172839506172839,No
153.0,102900,672.5490196078431,84.0,1,1491.304347826087,44.86013071895425,0.08496732026143791,No
69.0,67830,983.0434782608696,40.0,1,2338.9655172413795,61.768115942028984,0.057971014492753624,No
1823.0,373270,204.7558968732858,1823.0,1,,52.299890290729564,0.14152495885902358,Yes
1.0,7520,7520.0,0.0,0,,753.3,2.0,No
55.0,10190,185.27272727272728,55.0,1,,88.10363636363635,0.2545454545454545,No
85.0,17660,207.76470588235293,85.0,1,,53.324705882352944,0.25882352941176473,No
2243.0,3133880,1397.1823450735621,513.0,1,1811.4913294797689,20.970173874275524,0.07445385644226482,Yes
591.0,360320,609.678510998308,400.0,1,1886.4921465968587,37.64433164128595,0.1065989847715736,Yes
1855.0,371100,200.05390835579516,1855.0,1,,52.641832884097035,0.13638814016172507,Yes
1078.0,2000500,1855.7513914656772,103.0,1,2051.7948717948716,16.574489795918367,0.06493506493506493,Yes
3711.0,1751320,471.92670439234706,3053.0,1,2661.580547112462,42.787173268660744,0.12180005389382915,Yes
187.0,40790,218.1283422459893,187.0,1,,57.14545454545455,0.1925133689839572,No
85.0,17770,209.05882352941177,85.0,1,,39.40941176470588,0.11764705882352941,No
286.0,421030,1472.1328671328672,60.0,1,1862.9646017699115,34.44020979020979,0.1048951048951049,No
348.0,104490,300.2586206896552,327.0,1,4975.714285714285,56.726436781609195,0.15517241379310345,No
649.0,556980,858.2126348228043,391.0,1,2158.8372093023254,44.35485362095532,0.1263482280431433,No
29.0,6820,235.17241379310346,29.0,1,,51.93448275862069,0.13793103448275862,No
326.0,107940,331.1042944785276,289.0,1,2917.2972972972975,50.561349693251536,0.11042944785276074,No
1325.0,319420,241.07169811320756,1272.0,1,6026.792452830188,44.83705660377358,0.09735849056603774,No
369.0,87080,235.98915989159892,369.0,1,,56.676151761517616,0.1842818428184282,No
305.0,490000,1606.5573770491803,0.0,0,1606.5573770491803,12.137704918032787,0.03278688524590164,No
213.0,52170,244.92957746478874,213.0,1,,50.526760563380286,0.107981220657277,No
254.0,221580,872.3622047244095,195.0,1,3755.593220338983,44.0736220472441,0.14960629921259844,Yes
176.0,26510,150.625,176.0,1,,26.926704545454548,0.07954545454545454,No
47.0,15560,331.06382978723406,43.0,1,3890.0,59.223404255319146,0.1276595744680851,No
27.0,5780,214.07407407407408,27.0,1,,38.9962962962963,0.1111111111111111,No
263.0,52660,200.2281368821293,263.0,1,,47.43498098859315,0.11787072243346007,No
47.0,4450,94.68085106382979,47.0,1,,42.102127659574464,0.1276595744680851,No
434.0,134630,310.2073732718894,384.0,1,2692.6,38.649078341013826,0.09216589861751152,No
270.0,76630,283.81481481481484,261.0,1,8514.444444444445,50.483333333333334,0.16666666666666666,No
1317.0,235090,178.5041761579347,1317.0,1,,45.635155656795746,0.11769172361427487,No
144.0,38790,269.375,144.0,1,,71.92500000000001,0.2986111111111111,No
22.0,8070,366.8181818181818,22.0,1,,149.8318181818182,0.5,No
188.0,124040,659.7872340425532,60.0,1,969.0625,24.804255319148936,0.0797872340425532,No
96.0,110140,1147.2916666666667,43.0,1,2078.1132075471696,42.16354166666667,0.08333333333333333,No
83.0,21600,260.2409638554217,83.0,1,,73.82048192771084,0.1686746987951807,No
594.0,644010,1084.1919191919192,326.0,1,2403.0223880597014,48.995791245791246,0.07744107744107744,Yes
161.0,383490,2381.9254658385094,26.0,1,2840.6666666666665,25.33726708074534,0.07453416149068323,Yes
554.0,99320,179.27797833935017,554.0,1,,51.534476534296026,0.1444043321299639,No
71.0,71490,1006.9014084507043,59.0,1,5957.5,94.36056338028169,0.29577464788732394,No
1957.0,393990,201.32345426673479,1957.0,1,,55.75487991824221,0.14154317833418498,Yes
596.0,1099710,1845.1510067114093,51.0,1,2017.8165137614678,17.594630872483222,0.04697986577181208,Yes
100.0,39490,394.9,87.0,1,3037.6923076923076,56.251000000000005,0.19,No
439.0,68790,156.69703872437358,439.0,1,,49.47152619589977,0.15034168564920272,No
61.0,7200,118.0327868852459,61.0,1,,53.540983606557376,0.09836065573770492,No
184.0,41510,225.59782608695653,184.0,1,,66.58043478260869,0.15760869565217392,No
3.0,4570,1523.3333333333333,3.0,1,,427.3666666666666,0.0,No
549.0,329870,600.856102003643,396.0,1,2156.0130718954247,31.817850637522767,0.08925318761384335,Yes
1133.0,484070,427.24624889673436,964.0,1,2864.319526627219,48.615092674315974,0.11915269196822595,No
192.0,152520,794.375,115.0,1,1980.7792207792209,41.71510416666667,0.11458333333333333,No
310.0,178900,577.0967741935484,207.0,1,1736.893203883495,40.57806451612903,0.10967741935483871,No
249.0,150790,605.5823293172691,210.0,1,3866.4102564102564,50.68955823293173,0.11646586345381527,No
1375.0,287930,209.40363636363637,1375.0,1,,49.51534545454546,0.12727272727272726,No
36.0,13950,387.5,36.0,1,,86.34166666666665,0.08333333333333333,No
395.0,201300,509.62025316455697,303.0,1,2188.0434782608695,43.647594936708856,0.13924050632911392,No
